,% difference,area,new price,old price,price difference,property area,rooms,type,zip code
542,-7 %,180 m²,1.499.000,1.399.000,-100.000,832 m²,7, Villa,5450 Otterup
543,-4 %,69 m²,925.000,885.000,-40.000,696 m²,3, Fritidshus,5450 Otterup
544,-7 %,177 m²,1.180.000,1.095.000,-85.000,829 m²,4, Villa,5450 Otterup
545,-5 %,41 m²,1.795.000,1.699.000,-96.000,331 m²,1, Fritidshus,5450 Otterup
546,-2 %,186 m²,1.895.000,1.849.000,-46.000,980 m²,7, Villa,5492 Vissenbjerg
547,-8 %,181 m²,925.000,850.000,-75.000,1.492 m²,5, Villa,5492 Vissenbjerg
548,-8 %,142 m²,1.795.000,1.645.000,-150.000,796 m²,4, Villa,5492 Vissenbjerg
549,-9 %,165 m²,1.095.000,995.000,-100.000,1.033 m²,5, Villa,5492 Vissenbjerg
550,-8 %,118 m²,3.000.000,2.750.000,-250.000,11.499 m²,5, Landejendom,5500 Middelfart
551,-5 %,362 m²,3.695.000,3.495.000,-200.000,4.387 m²,10, Landejendom,5500 Middelfart
552,-5 %,62 m²,3.995.000,3.795.000,-200.000,1.027 m²,3, Fritidshus,5500 Middelfart
553,-7 %,104 m²,2.995.000,2.795.000,-200.000,349 m²,3, Villa,5500 Middelfart
554,-8 %,156 m²,2.598.000,2.398.000,-200.000,788 m²,4, Villa,5500 Middelfart
555,-5 %,55 m²,1.185.000,1.125.000,-60.000,819 m²,4, Fritidshus,5500 Middelfart
556,-11 %,100 m²,445.000,395.000,-50.000,1.103 m²,6, Villa,5540 Ullerslev
557,-2 %,136 m²,1.995.000,1.950.000,-45.000,481 m²,5, Villa,5550 Langeskov
558,-4 %,119 m²,1.550.000,1.495.000,-55.000,722 m²,5, Villa,5550 Langeskov
559,-9 %,0 m²,575.000,525.000,-50.000,1.714 m²,0, Helårsgrund,5560 Aarup
560,-6 %,120 m²,1.795.000,1.695.000,-100.000,800 m²,4, Villa,5580 Nørre Aaby
561,-4 %,182 m²,1.949.000,1.875.000,-74.000,1.598 m²,7, Villa,5591 Gelsted
562,-8 %,172 m²,1.195.000,1.095.000,-100.000,1.711 m²,4, Villa,5592 Ejby
563,-11 %,189 m²,895.000,795.000,-100.000,376 m²,4, Villa,5600 Faaborg
564,-7 %,108 m²,2.995.000,2.795.000,-200.000,1.470 m²,3, Villa,5600 Faaborg
565,-25 %,113 m²,795.000,595.000,-200.000,1.361 m²,3, Villa,5600 Faaborg
566,-7 %,128 m²,1.395.000,1.295.000,-100.000,999 m²,4, Villa,5610 Assens
567,-8 %,96 m²,545.000,499.000,-46.000,1.000 m²,4, Villa,5610 Assens
568,-6 %,149 m²,1.595.000,1.495.000,-100.000,46.326 m²,4, Landejendom,5610 Assens
569,-9 %,469 m²,5.500.000,4.995.000,-505.000,5.623 m²,13, Villa,5620 Glamsbjerg
570,-19 %,137 m²,365.000,295.000,-70.000,685 m²,5, Villa,5620 Glamsbjerg
571,-2 %,195 m²,599.000,585.000,-14.000,364 m²,4, Villa,5642 Millinge
572,-7 %,285 m²,1.495.000,1.395.000,-100.000,7.505 m²,7, Villa,5672 Broby
573,-4 %,177 m²,1.195.000,1.150.000,-45.000,588 m²,8, Villa,5672 Broby
574,-5 %,143 m²,995.000,945.000,-50.000,747 m²,5, Villa,5683 Haarby
575,-7 %,134 m²,1.075.000,995.000,-80.000,999 m²,4, Villa,5690 Tommerup
576,-5 %,111 m²,1.095.000,1.045.000,-50.000,788 m²,4, Villa,5690 Tommerup
577,-6 %,199 m²,2.350.000,2.198.000,-152.000,3.883 m²,13, Villa,5700 Svendborg
578,-8 %,140 m²,2.595.000,2.395.000,-200.000,1.555 m²,6, Villa,5700 Svendborg
579,-2 %,123 m²,1.425.000,1.395.000,-30.000,225 m²,4, Rækkehus,5700 Svendborg
580,-13 %,107 m²,795.000,695.000,-100.000,767 m²,4, Villa,5700 Svendborg
581,-7 %,113 m²,1.495.000,1.395.000,-100.000,215 m²,4, Rækkehus,5700 Svendborg
582,-7 %,91 m²,1.395.000,1.295.000,-100.000,672 m²,3, Villa,5700 Svendborg
583,-17 %,91 m²,150.000,125.000,-25.000,0 m²,3, Andelsbolig,5750 Ringe
584,-16 %,104 m²,595.000,500.000,-95.000,808 m²,4, Villa,5762 V. Skerninge
585,-16 %,131 m²,645.000,545.000,-100.000,1.177 m²,5, Villa,5762 V. Skerninge
586,-5 %,212 m²,945.000,895.000,-50.000,591 m²,6, Villa,5771 Stenstrup
587,-6 %,191 m²,1.695.000,1.599.000,-96.000,2.331 m²,7, Villa,5772 Kværndrup
588,-8 %,135 m²,899.000,825.000,-74.000,914 m²,5, Villa,5792 Årslev
589,-4 %,165 m²,3.895.000,3.750.000,-145.000,701 m²,5, Villa,5800 Nyborg
590,-3 %,110 m²,1.550.000,1.499.000,-51.000,531 m²,4, Villa,5800 Nyborg
591,-3 %,183 m²,1.995.000,1.945.000,-50.000,792 m²,5, Villa,5800 Nyborg
592,-9 %,100 m²,1.375.000,1.250.000,-125.000,808 m²,3, Villa,5800 Nyborg
593,-3 %,142 m²,2.199.000,2.130.000,-69.000,429 m²,6, Villa,5800 Nyborg
594,-10 %,120 m²,998.000,900.000,-98.000,1.168 m²,4, Villa,5853 Ørbæk
595,-4 %,153 m²,1.450.000,1.399.000,-51.000,2.060 m²,5, Villa,5863 Ferritslev Fyn
596,-6 %,234 m²,1.195.000,1.125.000,-70.000,2.050 m²,6, Villa,5871 Frørup
597,-10 %,142 m²,550.000,495.000,-55.000,797 m²,5, Villa,5900 Rudkøbing
598,-5 %,271 m²,1.885.000,1.785.000,-100.000,4.640 m²,8, Villa,5900 Rudkøbing
599,-8 %,180 m²,645.000,595.000,-50.000,1.331 m²,6, Villa,5900 Rudkøbing
600,-9 %,135 m²,1.795.000,1.625.000,-170.000,1.300 m²,6, Fritidshus,5932 Humble
601,-5 %,185 m²,2.795.000,2.645.000,-150.000,3.958 m²,7, Villa,5953 Tranekær
602,-9 %,80 m²,765.000,695.000,-70.000,1.261 m²,5, Fritidshus,5953 Tranekær
603,-5 %,422 m²,4.495.000,4.250.000,-245.000,30.767 m²,8, Landejendom,6000 Kolding
604,-3 %,135 m²,1.495.000,1.445.000,-50.000,709 m²,3, Villa,6000 Kolding
605,-9 %,99 m²,1.095.000,995.000,-100.000,0 m²,4, Ejerlejlighed,6000 Kolding
606,-6 %,77 m²,1.095.000,1.025.000,-70.000,731 m²,3, Villa,6000 Kolding
607,-4 %,182 m²,2.585.000,2.485.000,-100.000,1.533 m²,6, Villa,6000 Kolding
608,-4 %,135 m²,2.448.000,2.348.000,-100.000,640 m²,5, Villa,6000 Kolding
609,-4 %,144 m²,1.725.000,1.650.000,-75.000,638 m²,4, Villa,6000 Kolding
610,-4 %,184 m²,2.295.000,2.195.000,-100.000,25.680 m²,4, Villa,6000 Kolding
611,-3 %,128 m²,1.945.000,1.895.000,-50.000,197 m²,4, Villa,6000 Kolding
612,-3 %,214 m²,2.248.000,2.175.000,-73.000,2.830 m²,6, Villa,6070 Christiansfeld
613,-13 %,223 m²,1.495.000,1.295.000,-200.000,926 m²,6, Villa,6091 Bjert
614,-8 %,146 m²,1.275.000,1.175.000,-100.000,1.079 m²,5, Villa,6093 Sjølund
615,-3 %,95 m²,1.695.000,1.645.000,-50.000,1.100 m²,5, Fritidshus,6100 Haderslev
616,-6 %,104 m²,1.595.000,1.495.000,-100.000,0 m²,4, Ejerlejlighed,6100 Haderslev
617,-3 %,180 m²,1.645.000,1.595.000,-50.000,876 m²,5, Villa,6100 Haderslev
618,-9 %,157 m²,875.000,795.000,-80.000,715 m²,6, Villa,6100 Haderslev
619,-4 %,106 m²,1.045.000,999.995,-45.005,292 m²,4, Rækkehus,6100 Haderslev
620,-4 %,170 m²,2.695.000,2.595.000,-100.000,401 m²,6, Villa,6100 Haderslev
621,-12 %,58 m²,675.000,595.000,-80.000,0 m²,1, Ejerlejlighed,6100 Haderslev
622,-8 %,110 m²,1.245.000,1.145.000,-100.000,667 m²,3, Villa,6100 Haderslev
623,-7 %,134 m²,1.495.000,1.395.000,-100.000,981 m²,4, Villa,6100 Haderslev
624,-4 %,131 m²,1.245.000,1.195.000,-50.000,1.115 m²,5, Villa,6200 Aabenraa
625,-7 %,67 m²,725.000,675.000,-50.000,0 m²,3, Fritidshus,6200 Aabenraa
626,-3 %,125 m²,1.695.000,1.648.000,-47.000,796 m²,4, Villa,6200 Aabenraa
627,-4 %,143 m²,1.495.000,1.435.000,-60.000,1.093 m²,5, Villa,6200 Aabenraa
628,-10 %,149 m²,998.000,895.000,-103.000,419 m²,5, Villa,6200 Aabenraa
629,-21 %,146 m²,945.000,749.000,-196.000,8.772 m²,4, Landejendom,6240 Løgumkloster
630,-3 %,153 m²,1.125.000,1.095.000,-30.000,770 m²,5, Villa,6240 Løgumkloster
631,-18 %,110 m²,275.000,225.000,-50.000,1.555 m²,3, Villa,6261 Bredebro
632,-8 %,220 m²,1.178.000,1.078.000,-100.000,891 m²,6, Villa,6270 Tønder
633,-6 %,168 m²,738.000,695.000,-43.000,754 m²,6, Villa,6270 Tønder
634,-6 %,215 m²,1.599.000,1.499.000,-100.000,831 m²,8, Villa,6270 Tønder
635,-8 %,184 m²,635.000,585.000,-50.000,784 m²,4, Villa,6270 Tønder
636,-6 %,137 m²,950.000,895.000,-55.000,759 m²,4, Villa,6300 Gråsten
637,-13 %,0 m²,374.850,324.850,-50.000,882 m²,0, Helårsgrund,6310 Broager
638,-13 %,0 m²,396.100,346.100,-50.000,932 m²,0, Helårsgrund,6310 Broager
639,-4 %,181 m²,1.585.000,1.525.000,-60.000,782 m²,5, Villa,6310 Broager
640,-2 %,149 m²,1.985.000,1.950.000,-35.000,724 m²,5, Villa,6330 Padborg
641,-9 %,63 m²,1.095.000,995.000,-100.000,983 m²,4, Fritidshus,6340 Kruså
642,-4 %,202 m²,5.700.000,5.500.000,-200.000,0 m²,5, Ejerlejlighed,6340 Kruså
643,-8 %,225 m²,1.195.000,1.095.000,-100.000,2.414 m²,6, Villa,6372 Bylderup-Bov
644,-2 %,225 m²,895.000,875.000,-20.000,925 m²,5, Villa,6392 Bolderslev
645,-5 %,90 m²,1.995.000,1.895.000,-100.000,126 m²,3, Villa,6400 Sønderborg
646,-15 %,120 m²,650.000,550.000,-100.000,960 m²,4, Villa,6400 Sønderborg
647,-6 %,102 m²,848.000,798.000,-50.000,513 m²,3, Villa,6400 Sønderborg
648,-5 %,167 m²,2.095.000,1.995.000,-100.000,785 m²,4, Villa,6400 Sønderborg
649,-11 %,304 m²,1.295.000,1.150.000,-145.000,842 m²,7, Villa,6430 Nordborg
650,-17 %,110 m²,595.000,495.000,-100.000,847 m²,4, Villa,6440 Augustenborg
651,-26 %,0 m²,169.000,125.000,-44.000,1.020 m²,0, Helårsgrund,6470 Sydals
652,-6 %,193 m²,1.695.000,1.595.000,-100.000,855 m²,6, Villa,6500 Vojens
653,-11 %,144 m²,895.000,795.000,-100.000,995 m²,3, Villa,6500 Vojens
654,-3 %,224 m²,1.845.000,1.795.000,-50.000,11.776 m²,9, Villa,6500 Vojens
655,-10 %,196 m²,1.775.000,1.595.000,-180.000,1.127 m²,5, Villa,6520 Toftlund
656,-16 %,98 m²,350.000,295.000,-55.000,0 m²,3, Andelsbolig,6520 Toftlund
657,-18 %,226 m²,1.095.000,895.000,-200.000,1.790 m²,6, Villa,6520 Toftlund
658,-7 %,96 m²,1.175.000,1.095.000,-80.000,0 m²,4, Villa,6600 Vejen
659,-8 %,182 m²,2.995.000,2.750.000,-245.000,1.506 m²,4, Villa,6623 Vorbasse
660,-4 %,167 m²,2.485.000,2.385.000,-100.000,1.350 m²,5, Villa,6630 Rødding
661,-15 %,156 m²,645.000,549.000,-96.000,785 m²,8, Villa,6630 Rødding
662,-5 %,133 m²,995.000,945.000,-50.000,650 m²,5, Villa,6630 Rødding
663,-11 %,175 m²,895.000,795.000,-100.000,603 m²,6, Villa,6630 Rødding
664,-6 %,129 m²,895.000,845.000,-50.000,998 m²,4, Villa,6630 Rødding
665,-7 %,279 m²,4.495.000,4.195.000,-300.000,29.000 m²,7, Landejendom,6640 Lunderskov
666,-7 %,177 m²,1.075.000,995.000,-80.000,941 m²,5, Villa,6670 Holsted
667,-6 %,149 m²,2.698.000,2.548.000,-150.000,430 m²,6, Villa,6700 Esbjerg
668,-3 %,123 m²,1.898.000,1.848.000,-50.000,745 m²,5, Villa,6700 Esbjerg
669,-5 %,157 m²,1.998.000,1.898.000,-100.000,828 m²,5, Villa,6700 Esbjerg
670,-3 %,173 m²,1.498.000,1.448.000,-50.000,1.000 m²,6, Villa,6705 Esbjerg Ø
671,-4 %,93 m²,1.198.000,1.148.000,-50.000,960 m²,3, Villalejlighed,6705 Esbjerg Ø
672,-4 %,154 m²,1.948.000,1.875.000,-73.000,789 m²,6, Villa,6705 Esbjerg Ø
673,-7 %,124 m²,2.848.000,2.648.000,-200.000,119 m²,3, Villa,6710 Esbjerg V
674,-6 %,195 m²,2.495.000,2.349.000,-146.000,773 m²,6, Villa,6710 Esbjerg V
675,-3 %,207 m²,1.745.000,1.695.000,-50.000,5.454 m²,8, Villa,6710 Esbjerg V
676,-5 %,125 m²,2.098.000,1.998.000,-100.000,711 m²,5, Villa,6715 Esbjerg N
677,-3 %,144 m²,1.898.000,1.845.000,-53.000,725 m²,5, Villa,6715 Esbjerg N
678,-7 %,85 m²,1.495.000,1.395.000,-100.000,1.205 m²,4, Fritidshus,6720 Fanø
679,-6 %,130 m²,1.548.000,1.448.000,-100.000,775 m²,4, Villa,6731 Tjæreborg
680,-5 %,143 m²,1.498.000,1.425.000,-73.000,921 m²,4, Villa,6740 Bramming
681,-9 %,162 m²,1.648.000,1.498.000,-150.000,792 m²,6, Villa,6740 Bramming
682,-7 %,105 m²,1.698.000,1.573.000,-125.000,419 m²,4, Villa,6740 Bramming
683,-5 %,170 m²,1.895.000,1.795.000,-100.000,817 m²,6, Villa,6760 Ribe
684,-6 %,132 m²,948.000,895.000,-53.000,5.916 m²,5, Villa,6760 Ribe
685,-6 %,135 m²,895.000,845.000,-50.000,1.801 m²,5, Villa,6760 Ribe
686,-7 %,119 m²,695.000,645.000,-50.000,883 m²,4, Villa,6771 Gredstedbro
687,-5 %,147 m²,995.000,945.000,-50.000,665 m²,3, Villa,6780 Skærbæk
688,-4 %,98 m²,495.000,475.000,-20.000,775 m²,3, Villa,6780 Skærbæk
689,-15 %,132 m²,998.000,850.000,-148.000,2.158 m²,4, Villa,6800 Varde
690,-8 %,179 m²,2.595.000,2.395.000,-200.000,2.696 m²,7, Villa,6800 Varde
691,-5 %,139 m²,1.475.000,1.395.000,-80.000,753 m²,5, Villa,6800 Varde
692,-12 %,148 m²,595.000,525.000,-70.000,1.065 m²,6, Villa,6800 Varde
693,-23 %,0 m²,195.000,150.000,-45.000,412 m²,0, Helårsgrund,6800 Varde
694,-2 %,115 m²,920.000,898.000,-22.000,942 m²,4, Villa,6800 Varde
695,-7 %,128 m²,745.000,695.000,-50.000,0 m²,4, Andelsbolig,6800 Varde
696,-2 %,169 m²,948.000,925.000,-23.000,700 m²,6, Villa,6800 Varde
697,-4 %,202 m²,2.398.000,2.298.000,-100.000,8.037 m²,4, Villa,6818 Årre
698,-19 %,97 m²,1.475.000,1.195.000,-280.000,1.814 m²,4, Fritidshus,6830 Nørre Nebel
699,-9 %,96 m²,385.000,349.000,-36.000,712 m²,5, Villa,6830 Nørre Nebel
700,-3 %,151 m²,1.825.000,1.775.000,-50.000,1.800 m²,4, Fritidshus,6840 Oksbøl
701,-4 %,137 m²,725.000,695.000,-30.000,7.760 m²,5, Villa,6851 Janderup Vestj
702,-1 %,134 m²,1.392.000,1.384.000,-8.000,1.036 m²,4, Villa,6852 Billum
703,-12 %,29 m²,335.000,295.000,-40.000,1.327 m²,1, Fritidshus,6854 Henne
704,-11 %,139 m²,898.000,798.000,-100.000,2.436 m²,4, Villa,6855 Ovtrup
705,-4 %,188 m²,1.150.000,1.099.000,-51.000,1.057 m²,6, Villa,6855 Ovtrup
706,-8 %,230 m²,4.995.000,4.575.000,-420.000,2.304 m²,6, Fritidshus,6857 Blåvand
707,-9 %,88 m²,1.095.000,995.000,-100.000,1.000 m²,4, Fritidshus,6880 Tarm
708,-4 %,63 m²,1.250.000,1.195.000,-55.000,416 m²,4, Fritidshus,6893 Hemmet
709,-6 %,58 m²,525.000,495.000,-30.000,925 m²,3, Fritidshus,6893 Hemmet
710,-17 %,84 m²,785.000,650.000,-135.000,502 m²,3, Villa,6900 Skjern
711,-12 %,174 m²,3.400.000,2.995.000,-405.000,189.117 m²,3, Landejendom,6933 Kibæk
712,-20 %,102 m²,495.000,395.000,-100.000,623 m²,4, Villa,6933 Kibæk
713,-7 %,141 m²,745.000,695.000,-50.000,830 m²,4, Villa,6933 Kibæk
714,-5 %,132 m²,1.095.000,1.045.000,-50.000,2.367 m²,7, Fritidshus,6950 Ringkøbing
715,-4 %,123 m²,495.000,475.000,-20.000,1.786 m²,6, Villa,6950 Ringkøbing
716,-5 %,152 m²,895.000,850.000,-45.000,800 m²,6, Villa,6950 Ringkøbing
717,-8 %,147 m²,1.250.000,1.150.000,-100.000,1.398 m²,5, Villa,6950 Ringkøbing
718,-7 %,205 m²,2.245.000,2.095.000,-150.000,780 m²,5, Villa,6950 Ringkøbing
719,-6 %,174 m²,795.000,745.000,-50.000,1.705 m²,5, Villa,6950 Ringkøbing
720,-5 %,177 m²,1.995.000,1.895.000,-100.000,734 m²,6, Villa,6960 Hvide Sande
721,-4 %,75 m²,1.175.000,1.125.000,-50.000,1.205 m²,4, Fritidshus,6960 Hvide Sande
722,-7 %,191 m²,1.065.000,995.000,-70.000,1.107 m²,7, Villa,6980 Tim
723,-8 %,64 m²,650.000,595.000,-55.000,900 m²,4, Fritidshus,6990 Ulfborg
724,-12 %,117 m²,675.000,595.000,-80.000,717 m²,3, Villa,6990 Ulfborg
725,-3 %,40 m²,770.000,745.000,-25.000,585 m²,3, Fritidshus,6990 Ulfborg
726,-5 %,257 m²,2.245.000,2.125.000,-120.000,1.066 m²,8, Villa,7000 Fredericia
727,-4 %,150 m²,3.450.000,3.295.000,-155.000,617 m²,5, Villa,7000 Fredericia
728,-4 %,143 m²,1.395.000,1.345.000,-50.000,0 m²,4, Ejerlejlighed,7000 Fredericia
729,-4 %,163 m²,2.598.000,2.498.000,-100.000,567 m²,7, Villa,7000 Fredericia
730,-8 %,60 m²,1.195.000,1.095.000,-100.000,1.146 m²,4, Fritidshus,7080 Børkop
731,-4 %,71 m²,1.345.000,1.295.000,-50.000,1.201 m²,4, Fritidshus,7080 Børkop
732,-6 %,160 m²,1.795.000,1.695.000,-100.000,1.000 m²,6, Villa,7100 Vejle
733,-5 %,92 m²,1.095.000,1.045.000,-50.000,696 m²,4, Villa,7100 Vejle
734,-2 %,108 m²,1.425.000,1.395.000,-30.000,618 m²,3, Villalejlighed,7100 Vejle
735,-6 %,95 m²,1.595.000,1.495.000,-100.000,870 m²,3, Villa,7100 Vejle
736,-5 %,184 m²,1.995.000,1.895.000,-100.000,1.203 m²,7, Villa,7100 Vejle
737,-5 %,155 m²,2.195.000,2.095.000,-100.000,1.114 m²,4, Villa,7100 Vejle
738,-4 %,55 m²,298.000,285.000,-13.000,0 m²,2, Andelsbolig,7100 Vejle
739,-5 %,138 m²,2.995.000,2.845.000,-150.000,804 m²,4, Villa,7100 Vejle
740,-4 %,132 m²,2.600.000,2.495.000,-105.000,760 m²,4, Villa,7120 Vejle Øst
741,-6 %,128 m²,1.595.000,1.495.000,-100.000,817 m²,5, Villa,7120 Vejle Øst
742,-14 %,0 m²,345.000,295.000,-50.000,927 m²,0, Helårsgrund,7120 Vejle Øst
743,-4 %,170 m²,7.775.000,7.485.000,-290.000,1.759 m²,7, Villa,7120 Vejle Øst
744,-7 %,174 m²,5.695.000,5.295.000,-400.000,1.078 m²,4, Villa,7120 Vejle Øst
745,-8 %,97 m²,1.295.000,1.195.000,-100.000,745 m²,6, Fritidshus,7130 Juelsminde
746,-4 %,80 m²,2.595.000,2.495.000,-100.000,0 m²,5, Fritidshus,7130 Juelsminde
747,-3 %,109 m²,1.695.000,1.645.000,-50.000,854 m²,4, Fritidshus,7130 Juelsminde
748,-4 %,40 m²,825.000,795.000,-30.000,655 m²,2, Fritidshus,7130 Juelsminde
749,-4 %,95 m²,1.795.000,1.715.000,-80.000,1 m²,4, Fritidshus,7130 Juelsminde
750,-10 %,133 m²,1.039.000,935.000,-104.000,539 m²,4, Villa,7150 Barrit
751,-4 %,142 m²,1.195.000,1.150.000,-45.000,598 m²,5, Villa,7160 Tørring
752,-5 %,112 m²,945.000,895.000,-50.000,1.617 m²,2, Villa,7182 Bredsten
753,-3 %,193 m²,3.285.000,3.195.000,-90.000,2.249 m²,6, Villa,7183 Randbøl
754,-3 %,82 m²,1.795.000,1.750.000,-45.000,315 m²,4, Fritidshus,7190 Billund
755,-6 %,203 m²,2.595.000,2.445.000,-150.000,1.165 m²,6, Villa,7190 Billund
756,-6 %,89 m²,695.000,650.000,-45.000,369 m²,3, Rækkehus,7260 Sønder Omme
757,-34 %,88 m²,295.000,195.000,-100.000,706 m²,4, Villa,7270 Stakroge
758,-4 %,662 m²,8.200.000,7.895.000,-305.000,100.195 m²,16, Landejendom,7300 Jelling
759,-9 %,180 m²,3.285.000,2.995.000,-290.000,238.486 m²,6, Landejendom,7321 Gadbjerg
760,-12 %,141 m²,450.000,395.000,-55.000,785 m²,4, Villa,7321 Gadbjerg
761,-7 %,173 m²,799.000,745.000,-54.000,1.191 m²,4, Villa,7323 Give
762,-4 %,113 m²,1.145.000,1.095.000,-50.000,396 m²,4, Villa,7323 Give
763,-6 %,170 m²,1.695.000,1.595.000,-100.000,1.496 m²,5, Villa,7330 Brande
764,-6 %,149 m²,1.625.000,1.525.000,-100.000,814 m²,5, Villa,7330 Brande
765,-4 %,141 m²,1.585.000,1.525.000,-60.000,1.027 m²,5, Villa,7330 Brande
766,-24 %,97 m²,165.000,125.000,-40.000,0 m²,3, Andelsbolig,7400 Herning
767,-8 %,200 m²,2.175.000,1.995.000,-180.000,718 m²,8, Villa,7400 Herning
768,-5 %,121 m²,2.095.000,1.995.000,-100.000,616 m²,5, Villa,7400 Herning
769,-6 %,200 m²,3.175.000,2.995.000,-180.000,1.122 m²,6, Villa,7400 Herning
770,-3 %,110 m²,1.595.000,1.550.000,-45.000,665 m²,3, Villa,7400 Herning
771,-4 %,95 m²,1.895.000,1.820.000,-75.000,0 m²,4, Ejerlejlighed,7400 Herning
772,-8 %,151 m²,1.195.000,1.095.000,-100.000,1.057 m²,4, Villa,7400 Herning
773,-7 %,177 m²,1.495.000,1.395.000,-100.000,1.373 m²,6, Villa,7400 Herning
774,-8 %,158 m²,1.295.000,1.195.000,-100.000,650 m²,7, Villa,7400 Herning
775,-3 %,173 m²,3.200.000,3.095.000,-105.000,863 m²,6, Villa,7400 Herning
776,-3 %,152 m²,1.745.000,1.695.000,-50.000,700 m²,5, Villa,7400 Herning
777,-4 %,153 m²,1.385.000,1.335.000,-50.000,17.041 m²,5, Landejendom,7400 Herning
778,-8 %,72 m²,1.295.000,1.195.000,-100.000,663 m²,2, Villa,7400 Herning
779,-6 %,133 m²,1.795.000,1.695.000,-100.000,517 m²,5, Villa,7400 Herning
780,-4 %,196 m²,2.550.000,2.450.000,-100.000,809 m²,9, Villa,7430 Ikast
781,-5 %,174 m²,1.895.000,1.795.000,-100.000,811 m²,5, Villa,7430 Ikast
782,-6 %,157 m²,775.000,725.000,-50.000,993 m²,5, Villa,7441 Bording
783,-3 %,199 m²,1.545.000,1.495.000,-50.000,840 m²,6, Villa,7490 Aulum
784,-6 %,208 m²,1.590.000,1.495.000,-95.000,938 m²,7, Villa,7500 Holstebro
785,-4 %,167 m²,2.545.000,2.445.000,-100.000,1.006 m²,5, Villa,7500 Holstebro
786,-8 %,177 m²,2.329.500,2.154.500,-175.000,0 m²,6, Villa,7500 Holstebro
787,-8 %,177 m²,2.329.500,2.154.500,-175.000,0 m²,6, Villa,7500 Holstebro
788,-9 %,157 m²,2.350.000,2.150.000,-200.000,625 m²,6, Villa,7500 Holstebro
789,-4 %,182 m²,3.295.000,3.175.000,-120.000,905 m²,6, Villa,7500 Holstebro
790,-8 %,155 m²,2.128.000,1.953.000,-175.000,0 m²,4, Villa,7500 Holstebro
791,-8 %,155 m²,2.128.000,1.953.000,-175.000,0 m²,4, Villa,7500 Holstebro
792,-6 %,156 m²,1.995.000,1.875.000,-120.000,919 m²,8, Villa,7600 Struer
793,-6 %,168 m²,1.269.000,1.195.000,-74.000,301 m²,5, Villa,7600 Struer
794,-10 %,190 m²,550.000,495.000,-55.000,1.102 m²,7, Villa,7600 Struer
795,-4 %,91 m²,1.425.000,1.375.000,-50.000,928 m²,4, Fritidshus,7620 Lemvig
796,-11 %,117 m²,395.000,350.000,-45.000,552 m²,4, Villa,7650 Bøvlingbjerg
797,-6 %,74 m²,850.000,795.000,-55.000,825 m²,4, Fritidshus,7673 Harboøre
798,-3 %,135 m²,1.495.000,1.445.000,-50.000,1.256 m²,5, Fritidshus,7673 Harboøre
799,-10 %,289 m²,995.000,895.000,-100.000,648 m²,8, Villa,7680 Thyborøn
800,-4 %,79 m²,1.240.000,1.195.000,-45.000,1.700 m²,3, Fritidshus,7700 Thisted
801,-7 %,207 m²,1.500.000,1.395.000,-105.000,13.315 m²,6, Villa,7700 Thisted
802,-4 %,139 m²,1.949.000,1.875.000,-74.000,500 m²,5, Villa,7700 Thisted
803,-4 %,104 m²,675.000,645.000,-30.000,612 m²,4, Villa,7700 Thisted
804,-12 %,147 m²,675.000,595.000,-80.000,833 m²,3, Villa,7700 Thisted
805,-7 %,200 m²,725.000,675.000,-50.000,980 m²,6, Villa,7752 Snedsted
806,-2 %,135 m²,1.925.000,1.895.000,-30.000,700 m²,5, Villa,7752 Snedsted
807,-10 %,221 m²,2.750.000,2.475.000,-275.000,900 m²,6, Villa,7760 Hurup Thy
808,-3 %,154 m²,925.000,895.000,-30.000,700 m²,5, Villa,7800 Skive
809,-5 %,136 m²,945.000,895.000,-50.000,922 m²,5, Villa,7800 Skive
810,-10 %,203 m²,1.195.000,1.075.000,-120.000,1.062 m²,7, Villa,7800 Skive
811,-7 %,226 m²,1.395.000,1.295.000,-100.000,47.977 m²,3, Landejendom,7830 Vinderup
812,-10 %,173 m²,995.000,895.000,-100.000,1.014 m²,6, Villa,7840 Højslev
813,-14 %,80 m²,695.000,595.000,-100.000,2.749 m²,5, Fritidshus,7860 Spøttrup
814,-5 %,126 m²,1.045.000,995.000,-50.000,834 m²,6, Fritidshus,7870 Roslev
815,-14 %,116 m²,695.000,595.000,-100.000,1.033 m²,3, Villa,7870 Roslev
816,-9 %,230 m²,11.500.000,10.500.000,-1.000.000,830.672 m²,6, Landejendom,7870 Roslev
817,-14 %,114 m²,345.000,295.000,-50.000,800 m²,3, Villa,7870 Roslev
818,-8 %,140 m²,595.000,545.000,-50.000,28.279 m²,6, Landejendom,7870 Roslev
819,-10 %,313 m²,3.995.000,3.595.000,-400.000,2.026 m²,7, Villa,7900 Nykøbing M
820,-12 %,184 m²,2.250.000,1.975.000,-275.000,80.478 m²,6, Landejendom,7900 Nykøbing M
821,-3 %,115 m²,4.950.000,4.825.000,-125.000,0 m²,4, Ejerlejlighed,8000 Aarhus C
822,-5 %,58 m²,2.198.000,2.098.000,-100.000,0 m²,2, Ejerlejlighed,8000 Aarhus C
823,-4 %,69 m²,2.498.000,2.398.000,-100.000,0 m²,2, Ejerlejlighed,8000 Aarhus C
824,-2 %,107 m²,4.298.000,4.198.000,-100.000,0 m²,4, Ejerlejlighed,8000 Aarhus C
