CarName;HK;KM;KmPerLiter;KMT;Price;Year
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Polo 1.0 TSi 95...Motion 5d;95;64.0;24.4;10.5;129900;2016
Skoda Octavia 1.6 ...bi DSG 5d;105;164.0;21.3;12.1;124800;2013
Hyundai Tucson 2.0...t. 4WD 5d;185;15.0;15.4;9.5;469900;2017
VW Golf I 1.8 GTi 3d;110;75.0;0;0;149900;1983
Volvo S90 2.0 D4 1...n aut. 4d;190;9.0;22.7;8.2;679900;2017
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
VW Golf I 1.8 GTi 3d;110;75.0;0;0;149900;1983
Volvo S90 2.0 D4 1...n aut. 4d;190;9.0;22.7;8.2;679900;2017
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Volvo V70 2.0 D4 1...rive0E 5d;163;98.0;20.4;9.9;299900;2013
BMW 525d 3.0 aut. 4d;204;161.0;16.4;7.2;329000;2011
VW Golf VI 1.4 TSi... Match 5d;122;109.0;16.1;9.5;139900;2012
Hyundai Tucson 2.0...t. 4WD 5d;185;15.0;15.4;9.5;469900;2017
VW Golf I 1.8 GTi 3d;110;75.0;0;0;149900;1983
Volvo S90 2.0 D4 1...n aut. 4d;190;9.0;22.7;8.2;679900;2017
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
Mercedes E300 2.2 ...e aut. 4d;204;135.0;0;7.5;429900;2014
BMW 530d 3.0 xDrive aut. 4d;258;64.0;17.5;6.1;489900;2013
BMW X1 2.0 xDrive2...i aut. 5d;184;89.0;13.3;7.9;369000;2013
Mercedes 300 E 3.0  4d;180;350.0;9.2;8.1;39900;1991
Skoda Superb 2.0 T...bi DSG 5d;140;119.0;19.6;10.2;259800;2015
Citroxebn Xsara 1...eekend 5d;110;235.0;14.5;11.3;9000;2001
VW Golf VII 1.4 TS...ne DSG 5d;125;1.0;19.6;9.1;269900;2018
Fiat Punto 1.2 Cool 5d;69;52.0;19.6;14.4;74200;2014
Mazda 3 2.0 Sky0G ...Vision 5d;120;43.0;19.6;8.9;169900;2013
Mercedes E220 d 2....e aut. 4d;194;24.0;25.6;7.3;539900;2017
Hyundai Tucson 2.0...t. 4WD 5d;185;15.0;15.4;9.5;469900;2017
VW Golf I 1.8 GTi 3d;110;75.0;0;0;149900;1983
Volvo S90 2.0 D4 1...n aut. 4d;190;9.0;22.7;8.2;679900;2017
Honda HR0V 1.5 i0V...egance 5d;130;25.0;17.9;10.2;239900;2016
Volvo V70 2.4 D5 2...m aut. 5d;215;134.0;16.1;8.00;349900;2014
Mercedes C200 2.0  4d;184;100.0;18.9;7.5;299900;2015
Hyundai i30 1.0 T0...remium 5d;120;19.0;20;11.1;214700;2017
Suzuki Grand Vitar...iS GLS 3d;129;78.0;13.5;0;96900;2006
Audi A7 2.8 FSi SB...ltitr. 5d;204;53.0;13.5;7.9;499900;2014
BMW 435d 3.0 Gran ...e aut. 5d;313;76.0;17.9;4.8;0;2015
VW p! 1.0 MPi 60 ...p! BMT 5d;60;5.0;24.4;14.4;116900;2018
VW Golf Sportsvan ...ne BMT 5d;150;10.0;18.2;8.8;319900;2017
Mercedes E300 3.0 ...r aut. 5d;177;380.0;11.6;9.4;37900;1999
Renault Captur 0.9... Style 5d;90;4.0;19.6;12.9;174900;2016
Citroxebn C1 1.0i...n Clim 5d;68;85.0;23.3;13.7;54900;2014
VW Golf VII 1.4 TS...SG BMT 5d;122;55.0;20;9.3;184900;2014
Mercedes C180 1.8 ...e aut. 4d;122;238.0;10.5;0;34900;1994
Mazda 3 1.5 Sky0G ...Vision 4d;100;58.0;20;10.8;157000;2013
