CarName;HK;KM;KmPerLiter;KMT;Price;Year
Mini Clubman Coope... 1.6 D 5d;110;105.0;24.4;10.4;149900;2010
VW Multivan 2.0 TD...G kort 4d;180;314.0;12.7;11.3;429900;2010
Mercedes SL320 3.2...t aut. 2d;231;124.0;8;0;329900;1997
Opel Meriva 1.4 T ... Cosmo 5d;120;97.0;16.4;11.5;119800;2012
BMW M550d 3.0 xDri...e aut. 4d;381;71.0;15.9;4.7;799900;2013
Audi S6 4.2 Plus A...uattro 5d;326;210.0;7.7;5.7;199900;1996
BMW 116d 2.0 aut. 5d;116;61.0;24.4;10.3;279900;2014
Skoda Superb 2.0 T... Combi 5d;150;9.0;24.4;8.9;339900;2016
VW Golf Sportsvan ...ne BMT 5d;110;31.0;25.6;11.3;269900;2015
Renault Talisman 1...ST EDC 5d;160;9.0;22.2;9.6;364900;2017
VW Tiguan 2.0 TDi ...DSG 4M 5d;177;26.0;16.7;8.5;429900;2014
Toyota Yaris 1.3 T... Touch 5d;99;15.0;19.6;0;119900;2012
VW Polo 1.2 TSi 90...SG BMT 5d;90;11.0;21.3;10.8;179900;2017
Skoda Fabia 1.2 TS...bition 5d;86;71.0;19.2;11.7;99900;2014
Peugeot 208 1.0 VT...on Air 5d;68;83.0;23.3;14.00;69900;2014
VW Touran 1.4 TSi ...SG BMT 5d;150;34.0;18.5;8.9;299800;2017
Mercedes E350 3.0 ...r aut. 5d;252;107.0;17.5;6.9;539900;2014
Audi A5 1.8 TFSi 1...ltitr. 5d;144;37.0;16.9;9.6;399900;2016
Renault Captur 1.5...on EDC 5d;90;21.0;26.3;13.5;174900;2016
Opel Astra 1.0 T 1... Enjoy 5d;105;8.0;23.3;11.2;189900;2016
VW Passat 2.0 TDi ...i. BMT 5d;140;92.0;21.7;10.00;249900;2015
BMW 520d 2.0 Tou0 5d;177;182.0;18.9;8.5;159880;2009
Mazda 6 2.5 Sky0G ...r aut. 5d;192;12.0;15.6;7.9;374700;2017
Mazda 6 2.5 Sky0G ...r aut. 5d;192;12.0;15.6;7.9;374700;2017
BMW 316d 2.0  4d;116;60.0;23.3;10.9;259900;2014
Opel Corsa 1.4 16V Sport 5d;90;15.0;20;13.2;144900;2017
Hyundai i30 1.6 CR... Life+ 5d;110;8.0;27;11.00;204700;2017
Kia Ceed 1.6 CRDi ...ted SW 5d;136;8.0;25.6;10.5;229800;2017
Opel Karl 1.0 Rocks 5d;75;3.0;22.7;13.9;119900;2017
Mercedes GL350 3.0...t. 40M 5d;258;110.0;13.5;7.9;339900;2012
Audi A6 3.0 TDi 20... Avant 5d;204;49.0;18.9;7.9;389900;2014
Audi A3 2.0 TDi 15... Sport 4d;150;38.0;23.8;8.6;284900;2017
Skoda Citigo 1.0 6...eenTec 3d;60;97.0;24.4;14.4;54900;2013
Mercedes CLA220 2....B aut. 5d;177;76.0;23.3;8.3;379900;2015
Opel Zafira Tourer...oy eco 5d;120;64.0;16.4;11.8;214900;2013
Opel Karl 1.0 Rocks aut. 5d;75;3.0;21.7;14.9;129900;2017
Kia Ceed 1.6 CRDi ...ium SW 5d;136;10.0;25.6;10.5;219900;2017
Skoda Superb 1.8 T...bi DSG 5d;180;32.0;17.2;8.2;379900;2017
Audi A4 1.8 T 163 Avant 5d;163;179.0;12.1;9.1;66900;2003
Ford Kuga 2.0 TDCi...t. AWD 5d;163;118.0;16.1;10.4;299700;2014
Opel Karl 1.0 Rocks 5d;75;3.0;22.7;13.9;119900;2017
Mazda 3 1.6 DE 115...dvance 4d;115;129.0;22.7;11.00;114900;2011
VW Touareg 3.0 V6 ...t. BMT 5d;245;83.0;13.9;7.6;599900;2013
Ford S0MAX 1.8 TDC...d 7prs 5d;125;150.0;16.1;11.4;99900;2007
Mazda CX03 2.0 Sky...ptimum 5d;120;36.0;16.9;9.00;229800;2015
Porsche Macan S 3.0 PDK 5d;340;41.0;11.2;5.4;1149900;2015
Toyota Land Cruise...2 aut. 5d;190;208.0;12.3;11.7;399999;2011
Citroxebn C4 Pica...action 5d;112;83.0;19.2;12.8;117900;2012
VW Golf Plus 1.4 T...rtline 5d;122;113.0;15.4;9.4;119900;2009
BMW 318d 2.0 aut. 4d;143;95.0;22.2;9.3;259800;2013
Fiat 500 0.9 TwinA...opstar 3d;80;29.0;26.3;11.00;84500;2016
VW Polo 1.4 TDi 75...ne BMT 5d;75;58.0;29.4;12.9;119900;2014
Mercedes C200 1.6 ...C aut. 4d;136;57.0;23.8;9.7;379900;2015
Mercedes CLA200 d ...2 aut. 4d;136;16.0;25;9.00;409900;2017
Audi RS6 4.0 TFSi ...Tiptr. 5d;560;51.0;10.2;3.9;1479800;2014
Renault Kadjar 1.5...10 Zen 5d;110;9.0;26.3;11.9;244900;2017
Suzuki Swift 1.0 B...e SHVS 5d;112;4.0;0;10.6;174900;2017
Ford Focus 1.6 Ti0...st.car 5d;105;138.0;16.7;12.5;92900;2012
BMW 535d 3.0 aut. 4d;313;86.0;18.9;5.3;549900;2014
Seat Mii 1.0 60 St...le eco 3d;60;12.0;24.4;14.4;74900;2014
Mitsubishi ASX 1.6...Invite 5d;117;12.0;17.5;11.4;177900;2015
Fiat 500C 0.9 Twin...opstar 2d;80;9.0;26.3;11.00;124700;2016
Mazda 2 1.5 Sky0G ...perior 5d;90;2.0;22.2;9.4;169900;2017
Hyundai i30 1.6 CR...SG Eco 5d;110;57.0;23.8;11.8;139900;2012
Mercedes E350 3.0 ...t. 40M 5d;252;86.0;15.6;7.00;539900;2014
Mercedes GLE63 5.5...t. 40M 5d;585;11.0;8.4;4.2;2149900;2017
Ford C0MAX 1.6 TDC... Trend 5d;95;140.0;22.7;13.3;114900;2012
Ford Focus 1.0 SCT...st.car 5d;125;4.0;20.8;11.2;225900;2017
Suzuki Swift 1.2 G...Aircon 5d;94;170.0;20.4;12.3;49700;2011
Suzuki SX4 1.6 GLX 4d;120;21.0;16.1;10.7;99900;2013
Ford C0MAX 1.0 SCT...25 Fun 5d;125;4.0;19.6;11.4;224900;2017
Citroxebn DS3 1.6... Style 3d;92;72.0;27.8;11.3;84900;2012
BMW 320d 2.0 Tou0 5d;184;168.0;21.3;7.7;239900;2013
Ford C0MAX 1.0 SCT...25 Fun 5d;125;4.0;19.6;11.4;224900;2017
Ford C0MAX 1.0 SCT...25 Fun 5d;125;4.0;19.6;11.4;224900;2017
VW Passat 1.4 TSi ... Vari. 5d;150;75.0;19.6;8.6;259700;2015
Honda CR0V 1.6 i0D...t. 4WD 5d;160;55.0;19.6;10.00;329900;2015
Opel Astra 1.6 CDT... Enjoy 5d;110;8.0;29.4;11.00;204900;2016
Peugeot 308 1.6 Bl...ge Sky 5d;120;4.0;31.3;9.7;214900;2017
Mazda 2 1.5 Sky0G ...perior 5d;90;5.0;22.2;9.4;177900;2017
Nissan Micra 1.2 8... Visia 5d;80;16.0;20;13.7;84900;2016
VW The Beetle 2.0 ...SG BMT 2d;140;36.0;18.5;9.4;259900;2014
Mercedes B200 d 2.... rban 5d;136;8.0;23.3;9.9;299900;2016
Toyota Yaris 1.5 H... e0CVT 5d;100;8.0;0;11.8;174900;2017
Porsche Cayenne S ...Tiptr. 5d;382;79.0;12;5.7;999900;2013
Audi A3 1.6 TDi Am...ion SB 5d;105;211.0;26.3;10.9;164900;2013
Toyota Auris 1.8 H...TS CVT 5d;136;10.0;0;11.2;229900;2016
Toyota Land Cruise...2 aut. 5d;177;2.0;13.5;12.7;789900;2016
Ford C0MAX 1.0 SCT...25 Fun 5d;125;4.0;19.6;11.4;224900;2017
Skoda Citigo 1.0 M... Fresh 5d;60;5.0;24.4;14.4;95900;2018
Kia Ceed 1.6 CRDi ... DCT S 5d;136;0.0;23.8;10.9;274900;2018
Volvo XC90 2.0 D5 ...AWD 7p 5d;235;8.0;17.5;7.8;979900;2018
Renault Kadjar 1.5...10 Zen 5d;110;9.0;26.3;11.9;244900;2017
Renault Kadjar 1.5...en EDC 5d;110;29.0;26.3;11.7;249900;2016
Audi A7 3.0 TDi 31...Tiptr. 5d;313;77.0;15.6;5.3;669800;2013
Nissan Qashqai 1.2... Tekna 5d;115;8.0;17.2;10.6;254800;2017
Skoda Citigo 1.0 M...60 ICE 5d;60;1.0;24.4;14.4;107900;2018
Ford Kuga 2.0 TDCi...tanium 5d;140;99.0;16.9;10.2;209900;2012
Skoda Octavia 1.6 ... Combi 5d;105;53.0;26.3;11.00;214900;2015
Ford Focus 1.5 TDC...st.car 5d;120;8.0;26.3;10.7;0;2017
Mercedes E220 2.2 ...r aut. 5d;170;123.0;19.2;8.6;399900;2014
Toyota Avensis 1.8...ium TS 5d;147;1.0;15.4;9.7;289900;2017
Skoda Citigo 1.0 M... Fresh 5d;60;3.0;24.4;14.4;95900;2018
VW Golf VII 1.2 TS...ne BMT 5d;105;64.0;20.4;10.2;149900;2013
Hyundai i30 1.4 T0... Trend 5d;140;7.0;18.5;8.9;214777;2017
Mazda 2 1.5 Sky0G ...n aut. 5d;90;2.0;20.8;12.00;169700;2017
Skoda Octavia 1.6 ... Combi 5d;105;90.0;22.2;11.9;129900;2012
Seat Ibiza 1.5 TSi...150 FR 5d;150;0.0;20.4;7.9;193500;2018
BMW 440i 3.0 Cabri...t aut. 2d;326;11.0;14.7;5.4;895000;2016
Volvo V60 2.0 D4 1...n aut. 5d;181;75.0;23.3;7.6;329900;2014
Mini Countryman Co...0 aut. 5d;150;10.0;23.3;8.8;445000;2017
BMW 316d 2.0  4d;116;134.0;22.2;10.9;176767;2011
VW Passat 1.6 Tren...ariant 5d;102;126.0;12.8;12.8;109900;2008
Mercedes E320 3.2 ...r aut. 5d;204;507.0;13.7;8.2;109900;2004
Toyota Verso 1.8 V...m 7prs 5d;147;10.0;14.9;10.4;269900;2016
Peugeot 308 1.6 HD...ium SW 5d;110;89.0;20.4;12.5;119900;2010
VW Golf VI 1.4 TSi...ghline 5d;122;112.0;16.1;9.5;99800;2008
Opel Astra 1.4 T 1... Enjoy 5d;150;9.0;20.4;8.5;224900;2017
Renault Clio IV 0....Zen ST 5d;90;10.0;21.7;0;132900;2017
Ford Fiesta 1.0 SC...tanium 5d;100;2.0;23.3;10.5;164900;2017
Opel Astra 1.0 T 1...sentia 5d;105;17.0;23.3;11.2;144900;2016
Citroxebn C1 1.0i...n Clim 5d;68;69.0;23.3;13.7;47900;2013
Volvo V70 2.4 Classic 5d;170;468.0;10.9;9.00;19900;2000
Citroxebn DS5 2.0... Style 5d;163;106.0;19.6;8.8;199900;2012
Mercedes E220 2.2 ...r aut. 5d;170;92.0;19.2;8.6;399900;2014
Renault Grand Scen...V 7prs 5d;135;261.0;12.2;0;34900;2005
Audi A1 1.6 TDi 10...action 3d;105;58.0;25.6;10.5;119990;2011
Mitsubishi ASX 1.6...Invite 5d;117;16.0;17.5;11.4;174900;2015
Opel Corsa 1.0 T 9... Cosmo 5d;90;3.0;21.7;11.9;169900;2017
Toyota Yaris 1.0 V...remium 5d;69;7.0;23.3;15.3;134900;2016
Ford Mondeo 2.0 TD...tanium 5d;150;10.0;22.7;9.3;299900;2015
Audi A4 2.0 TDi 14...ltitr. 5d;143;173.0;20.4;9.5;239900;2013
Toyota Avensis 2.0... Touch 5d;124;116.0;21.7;10.00;149900;2012
Mitsubishi ASX 1.6...ntense 5d;117;0.0;17.5;11.5;249900;2018
VW Touran 1.6 TDi ...T 7prs 5d;105;119.0;21.7;12.8;169900;2011
Ford C0MAX 1.6 TDC... Trend 5d;95;205.0;22.7;13.3;99800;2012
VW p! 1.0 60 Rosk...on BMT 5d;60;40.0;24.4;14.4;84900;2015
Volvo XC60 2.4 D5 ...t. AWD 5d;205;160.0;13.3;8.9;299900;2011
Jaguar XE 2.0 i4P ...e aut. 4d;200;69.0;13.7;7.7;379900;2016
Audi A6 2.0 TDi 17...ltitr. 5d;177;74.0;19.6;8.5;384900;2014
Skoda Octavia 1.4 ... Combi 5d;140;83.0;18.9;8.5;199900;2014
Mitsubishi ASX 1.6...Invite 5d;117;0.0;17.5;11.5;217900;2018
Fiat 500 1.4 Sport 3d;100;86.0;15.9;10.5;64800;2008
Mazda 2 1.5 Sky0G ...n aut. 5d;90;6.0;20.8;12.00;164900;2017
Smart Forfour 1.0 Pure 5d;71;21.0;23.8;16.9;84900;2015
Peugeot 5008 2.0 B...Allure 5d;150;1.0;21.7;9.6;379990;2017
Opel Meriva 1.6 CD... Enjoy 5d;95;78.0;25;13.8;164900;2015
Mini Countryman Co...0 aut. 5d;150;8.0;23.3;8.8;445000;2017
Honda Civic 1.6 i0...Tourer 5d;120;9.0;25.6;10.4;199900;2015
Hyundai i30 1.6 CR...0 Life 5d;110;14.0;27.8;11.1;159900;2017
Ford Mondeo 2.0 TD...st.car 5d;140;240.0;18.9;9.8;79999;2011
Mercedes E400 3.0 ...t. 40M 2d;333;20.0;11.9;5.3;1249900;2017
Mercedes C63 6.3 A...r aut. 5d;457;90.0;8.1;4.6;649900;2012
Audi Q3 1.4 TFSi 1... ltra 5d;150;23.0;18.2;9.2;349700;2016
Kia Ceed 1.6 CVVT Active 5d;126;71.0;16.9;10.9;99995;2012
Peugeot 3008 1.6 B...e EAT6 5d;120;4.0;23.8;11.6;359990;2017
Dodge Challenger 7...T aut. 2d;0;0.0;0;0;449900;1970
Kia Niro 1.6 GDi H...ce DCT 5d;141;3.0;0;11.5;329900;2017
Audi A6 2.0 TDi 14... Avant 5d;140;248.0;16;10.5;109800;2006
Audi A6 2.0 TDi 19... S0tr. 5d;190;121.0;21.7;8.5;384700;2014
Renault Laguna II ...st.car 5d;123;347.0;13;10.9;9900;2003
Opel Combo 1.6 Tou...omfort 5d;87;103.0;12.8;14.00;39800;2004
VW Passat 1.4 TSi ...rtline 4d;122;67.0;15.9;10.3;179900;2013
VW p! 1.0 MPi 60 ...SG BMT 5d;60;20.0;24.4;15.3;114900;2017
Nissan Micra 1.2 V...sia 65 3d;65;144.0;16.9;16.3;39900;2006
Skoda Fabia 1.2 TS... Fresh 5d;86;60.0;19.2;11.7;94900;2013
VW Passat 1.6 TDi ...i. BM2 5d;105;127.0;22.2;12.5;129900;2010
Mazda 3 2.2 Sky0D ...Vision 5d;150;5.0;24.4;8.1;234900;2016
Kia Rio 1.4 CRDi 9...ction+ 5d;90;6.0;26.3;14.2;159900;2016
Mazda 6 2.0 DE Advance 4d;140;62.0;17.9;10.5;139900;2009
Toyota Avensis 1.6... Touch 4d;132;67.0;15.4;10.4;139900;2012
Peugeot 206 1.9 XR 5d;70;261.0;18.2;15.2;29900;2000
Fiat Punto Evo 1.3...ynamic 5d;75;61.0;24.4;13.6;59900;2011
Audi A5 2.0 TFSi 1... S0tr. 2d;190;10.0;17.2;7.9;679900;2017
VW p! 1.0 60 High...p! BMT 5d;60;10.0;24.4;14.4;109900;2016
Kia Picanto 1.0 MP...T0Line 5d;67;1.0;23.8;14.3;149900;2018
Toyota Yaris 1.0 V...T0i T2 5d;69;39.0;23.3;15.3;122500;2015
Opel Mokka 1.6 CDT... Enjoy 5d;136;65.0;24.4;9.9;194800;2015
Toyota Yaris 1.0 V...T0i T2 5d;69;9.0;23.3;15.3;129500;2016
BMW 120d 2.0 aut. 5d;184;32.0;22.2;7.3;359900;2014
Skoda Superb 1.4 T...bi DSG 5d;150;3.0;19.2;8.9;439900;2018
VW Passat 2.0 115 ...rtline 4d;115;264.0;12;11.2;29900;2002
VW Golf VII 1.6 TD...le BMT 5d;110;31.0;26.3;10.5;239900;2016
BMW 420d 2.0 Gran ...9 aut. 5d;190;60.0;25;7.3;389900;2015
Peugeot 307 2.0 T6...W 7prs 5d;140;159.0;12.7;8.9;49900;2006
Opel Astra 1.4 T 1...c aut. 5d;150;10.0;18.2;8.9;279900;2017
Kia Ceed 1.6 CRDi ...ion SW 5d;128;118.0;22.7;11.2;179900;2014
Toyota Avensis 1.6...st.car 5d;132;49.0;15.4;10.6;174900;2015
Audi A6 2.0 TDi 17...ltitr. 5d;177;108.0;19.6;8.5;329900;2014
VW Tiguan 2.0 TDi ...un BMT 5d;110;113.0;18.9;11.9;249900;2014
Volvo V60 2.0 D3 1...m aut. 5d;150;55.0;23.8;9.1;349700;2017
Peugeot 2008 1.6 B...re Sky 5d;100;8.0;28.6;11.3;189800;2017
Citroxebn C3 1.6 ...Iconic 5d;75;7.0;31.3;14.1;154900;2017
Mazda 6 2.2 Sky0D ...m aut. 4d;150;36.0;20.8;9.8;339800;2015
Citroxebn C3 1.2 ...t EAT6 5d;110;5.0;20.4;10.4;179900;2017
Renault Clio IV 1....imited 5d;90;9.0;31.3;12.1;147900;2016
Ford S0MAX 2.0 TDC...tanium 5d;140;88.0;17.9;10.2;189900;2012
Mercedes 250 CE 2....9 aut. 2d;150;82.0;9;10.5;179900;1970
Audi A1 1.6 TDi 11...ort SB 5d;116;21.0;27;9.5;209900;2016
Skoda Citigo 1.0 6...n aut. 5d;60;2.0;23.2;14.4;129900;2017
Kia Sportage 1.7 C...dvance 5d;115;4.0;21.7;11.5;299900;2017
Peugeot 208 1.6 Bl...0 Envy 5d;100;14.0;33.3;10.7;124900;2016
Toyota Yaris 1.0 V...T0i T2 5d;69;12.0;23.3;15.3;144900;2017
BMW 220d 2.0 Coupxe9 2d;190;23.0;24.4;7.1;359900;2016
Mercedes A200 1.8 ...n aut. 5d;136;157.0;23.3;9.2;219900;2013
VW Golf Sportsvan ...SG BMT 5d;110;11.0;24.4;11.3;329800;2016
Peugeot 508 1.6 HD...Active 4d;114;12.0;22.7;11.3;239800;2014
DS DS 3 1.6 BlueHD... Style 3d;100;29.0;33.3;10.8;122900;2015
Mercedes C43 3.0 A...t. 40M 2d;367;24.0;12;4.8;1099900;2017
BMW 320d 2.0 Tou0 5d;177;217.0;20.8;8.1;149900;2010
Nissan Qashqai 1.5...Acenta 5d;110;10.0;26.3;12.4;234700;2017
Audi A5 2.0 TDi 143 SB 5d;143;58.0;22.2;9.4;274900;2013
Volvo V40 2.0 D2 1...m aut. 5d;120;19.0;26.3;10.5;284900;2017
BMW X4 3.0 xDrive3...d aut. 5d;258;127.0;16.9;5.8;499900;2015
Nissan Leaf  Acenta 5d;109;8.0;0;11.5;204700;2016
VW Golf VII 1.4 TS...SG BMT 5d;125;28.0;20;9.1;228900;2016
Mercedes CLA250 2.0 aut. 4d;211;19.0;15.6;6.5;539900;2017
Audi A4 2.0 TDi 13... Avant 5d;136;100.0;23.8;9.6;289900;2015
Nissan Qashqai 1.6... N0Tec 5d;163;45.0;17.2;9.1;249900;2014
Volvo XC90 2.0 D5 ...D 7prs 5d;225;111.0;17.2;7.8;0;2016
Toyota Avensis 1.8...TS MDS 5d;147;12.0;16.7;10.7;259800;2016
Ford Fiesta 1.0 SC...tanium 5d;100;2.0;23.3;10.5;164900;2017
Hyundai i30 1.6 CR...remium 5d;110;5.0;26.3;11.00;229900;2017
Peugeot 207 1.6 VT...remium 5d;120;95.0;16.4;9.6;59900;2009
Peugeot 208 1.6 e0...Active 5d;92;116.0;29.4;10.9;82000;2013
Ford Mondeo 1.5 SC...st.car 5d;160;45.0;16.9;9.3;249900;2015
Fiat 500C 0.9 Twin...ezione 2d;80;0.0;26.3;11.00;139990;2018
Mercedes A200 1.6 ...t aut. 5d;156;86.0;17.9;8.3;299900;2013
Chevrolet Cruze 2....125 LS 4d;125;136.0;18.2;10.3;65900;2010
BMW 530d 3.0 xDrive aut. 4d;258;186.0;17.5;6.1;334170;2011
Renault Megane IV ...10 Zen 5d;110;8.0;30.3;11.3;184900;2016
Kia Ceed 1.6 CRDi ...ive SW 5d;128;73.0;23.8;11.2;134900;2013
Smart Forfour 1.0 Pure 5d;71;26.0;23.8;16.9;84900;2015
Kia Rio 1.2 CVVT Base+ 5d;84;12.0;21.3;12.9;139900;2017
BMW 520d 2.0 Touri...g aut. 5d;190;1.0;22.2;7.8;600000;2017
Mercedes C200 1.8 ...st.car 5d;184;114.0;12.5;8.8;199900;2009
Peugeot 308 1.2 e0...ure SW 5d;130;2.0;21.7;10.00;239990;2017
Renault Megane IV ...10 Zen 5d;110;4.0;30.3;11.3;184900;2016
Audi A4 2.0 TFSi 1...ltitr. 5d;180;74.0;13.7;8.6;239900;2011
Audi A6 3.0 TDi 20...ltitr. 5d;204;99.0;19.2;7.4;379800;2013
Audi A6 2.4 V6 4d;177;310.0;10.2;8.9;99900;2004
Mercedes CLA45 2.0...t. 40M 4d;360;103.0;14.5;4.6;579900;2014
Ford Fiesta 1.6 Ti... Sport 3d;120;66.0;17.2;9.9;84900;2011
Hyundai i30 1.4 T0...ar DCT 5d;140;4.0;18.2;9.5;279900;2017
Fiat Grande Punto ...ynamic 5d;75;264.0;22.2;13.6;16990;2008
Renault Megane IV ...10 Zen 5d;110;3.0;30.3;11.3;184900;2017
BMW 435i 3.0 Coup...9 aut. 2d;306;72.0;13.9;5.1;539900;2015
Opel Adam 1.4 87 Glam 3d;87;13.0;19.6;12.5;109500;2013
Hyundai i30 1.6 CR...dition 5d;110;8.0;26.3;11.1;189700;2017
Citroxebn C4 Cact...0 Feel 5d;100;32.0;32.3;10.7;139900;2016
Mercedes CLS350 3....ut. BE 5d;265;52.0;16.7;6.6;669900;2014
VW Touran 2.0 TDi ...SG BMT 5d;150;49.0;21.3;9.3;319900;2017
Kia Ceed 1.6 CRDi ...ive SW 5d;115;125.0;22.2;11.7;65900;2010
Fiat 500 1.2 Pop 3d;69;75.0;20.8;12.9;59900;2012
BMW 320d 2.0 aut. ED 4d;163;39.0;24.4;8.1;289900;2015
VW Polo 1.2 TSi 11...SG BMT 5d;110;52.0;21.3;9.3;184900;2016
VW Passat 2.0 TDi ...h+ DSG 4d;190;53.0;22.2;7.7;387000;2017
Volvo V40 CC 1.6 D...inetic 5d;115;55.0;26.3;11.9;204900;2015
Mercedes A200 1.6 rban 5d;156;21.0;17.5;8.1;269900;2017
Fiat 500X 1.6 E0TO...opstar 5d;110;28.0;16.7;11.5;149900;2015
Renault Grand Scen...10 Zen 5d;110;5.0;25;0;269800;2017
Audi A8 3.0 TDi 25...Tiptr. 4d;250;109.0;15.6;7.00;629900;2013
VW Phaeton 6.0 W12...tr. 4M 4d;450;75.0;6.9;6.1;539900;2010
Audi A3 1.6 Attrac...ion SB 5d;102;139.0;14.5;12.2;117900;2011
VW Jetta 2.0 TDi 1...ne BMT 4d;140;144.0;20.8;9.5;139900;2011
Nissan Qashqai 1.6...nnecta 5d;130;10.0;22.7;10.5;284800;2016
Mazda 2 1.5 Sky0G ...perior 5d;90;3.0;22.2;9.4;169900;2017
Audi A6 2.4 V6 Avant 5d;177;186.0;10.1;9.2;99500;2005
Suzuki S0Cross 1.6 GL 5d;120;75.0;18.5;11.00;119900;2013
Subaru Outback 2.0...ss AWD 5d;150;210.0;15.6;9.7;129800;2010
Toyota C0HR 1.8 Hy...UB CVT 5d;128;0.0;0;11.00;337030;2018
Nissan Qashqai 1.2... Tekna 5d;115;5.0;17.2;10.6;254900;2017
Toyota Aygo 1.0 VV...dition 5d;68;79.0;23.3;14.2;44900;2012
Nissan Qashqai 1.6...nnecta 5d;163;16.0;17.2;9.1;284900;2017
BMW 320i 2.0 Tou0 5d;184;15.0;16.9;7.5;339900;2016
Land Rover Range R...E aut. 5d;190;116.0;10;12.7;389900;2008
Mercedes R500 5.0 ...M lang 5d;306;208.0;7.5;7.00;289800;2008
Nissan Micra 1.2 8... Visia 5d;80;15.0;20;13.7;84700;2013
Citroxebn C3 1.4 ...uction 5d;70;123.0;26.3;13.7;54800;2012
Nissan Qashqai 1.6...nnecta 5d;163;5.0;17.2;9.1;284900;2017
Mercedes C220 d 2....r aut. 5d;170;30.0;21.3;7.6;459900;2017
VW Tiguan 2.0 TDi ...4M BMT 5d;150;12.0;17.9;9.3;454900;2017
Audi A3 1.4 TFSi A...bition 3d;125;59.0;17.5;9.6;139900;2010
Citroxebn Grand C...e EAT6 5d;150;23.0;23.3;10.2;279700;2016
Nissan Qashqai 1.6...nnecta 5d;163;10.0;17.2;9.1;279800;2017
BMW 520d 2.0 Touri...g aut. 5d;184;85.0;20.4;8.3;319900;2011
Hyundai i30 1.0 T0...remium 5d;120;3.0;20;11.1;219900;2017
Peugeot 3008 1.6 H...remium 5d;110;115.0;19.6;12.2;109900;2010
Volvo V60 1.5 T3 1...m aut. 5d;152;14.0;16.9;8.7;359800;2017
Kia Rio 1.4 CVVT Active 5d;109;101.0;19.6;11.5;79900;2011
Audi A4 2.0 TDi 17...ltitr. 5d;177;92.0;20.4;8.1;339800;2014
Audi A5 2.0 TFSi 180 SB 5d;180;133.0;15.4;8.1;199900;2011
Hyundai i40 1.7 CR...W aut. 5d;136;120.0;17.9;12.00;169900;2012
Skoda Octavia 1.6 ... Combi 5d;90;27.0;26.3;0;239900;2016
BMW 330e 2.0 aut. 4d;252;15.0;0;6.1;469900;2016
Alfa Romeo Giuliet...nctive 5d;150;26.0;23.8;8.8;229900;2015
Nissan Qashqai 1.6... Tekna 5d;130;10.0;21.7;9.9;279800;2016
Audi A3 1.4 TFSi 1...nte SB 5d;140;58.0;20.8;8.4;229900;2014
Opel Meriva 1.4 T ... Cosmo 5d;140;83.0;16.4;10.3;144441;2014
Ford Mondeo 2.0 TD...ar ECO 5d;150;16.0;23.8;9.5;289000;2015
Renault Twingo 1.0...ession 5d;70;0.0;23.8;14.5;95600;2018
Toyota Yaris 1.0 V...T0i T1 5d;69;24.0;23.3;15.3;114900;2016
Renault Kadjar 1.5...en EDC 5d;110;11.0;26.3;11.7;264900;2016
Volvo S90 2.0 D5 2...t. AWD 4d;235;5.0;20.8;7.00;799900;2018
Hyundai ix20 1.4 C...rt ISG 5d;78;75.0;23.3;15.5;99900;2013
Audi A3 2.0 TDi 15...ion SB 5d;150;29.0;23.8;8.7;259900;2014
Nissan Micra 1.2 8... Visia 5d;80;14.0;20;13.7;84800;2013
Opel Crossland X 1...vation 5d;81;11.0;19.6;14.00;184900;2017
VW CC 2.0 TSi 210 4d;210;84.0;13.7;7.3;269900;2013
Volvo V60 2.0 D4 1...m aut. 5d;190;16.0;22.7;7.7;409900;2017
Citroxebn Grand C...Iconic 5d;130;4.0;20;11.9;249900;2017
VW Multivan 2.0 TD...G kort 4d;180;70.0;13.2;11.3;639000;2014
VW Touran 1.6 TDi ...T 7prs 5d;105;158.0;21.7;12.8;189900;2015
Skoda Fabia 1.2 TS... Combi 5d;90;22.0;21.3;11.00;139900;2016
Audi A4 1.8 T Avant 5d;163;186.0;12.1;8.8;94900;2006
Ford S0MAX 2.0 TDC.... 7prs 5d;180;9.0;19.2;9.5;429900;2017
Toyota Avensis 1.8...TS MDS 5d;147;5.0;16.7;10.7;299800;2017
Honda Civic 1.6 i0...Tourer 5d;120;21.0;25.6;10.4;189900;2015
Ford Ka+ 1.2 ltimate 5d;85;0.0;20.8;13.9;124900;2016
Mazda CX05 2.0 Sky...Vision 5d;165;69.0;16.7;9.2;239900;2012
Hyundai Tucson 1.6...Active 5d;132;30.0;15.9;11.5;234900;2016
Toyota Aygo 1.0 VV...ve Sky 5d;69;60.0;26.3;14.00;76900;2015
Fiat 500 1.2 Milione 3d;69;28.0;21.3;12.9;79700;2012
Kia Picanto 1.0 MP...T0Line 5d;67;1.0;23.8;14.3;154900;2018
Ford C0MAX 2.0 TDC...tanium 5d;140;110.0;19.6;9.6;149900;2011
Skoda Superb 2.0 T...on DSG 5d;140;91.0;14.7;10.2;154900;2009
Mercedes CLA200 1.6 SB 5d;156;42.0;17.2;8.8;299700;2015
Porsche 944 2.5 Tu... Targa 3d;220;101.0;0;0;295000;1987
Kia Optima 1.7 CRD...Vision 4d;136;78.0;20.4;10.3;179900;2015
BMW 320d 2.0 Gran ...e aut. 5d;184;76.0;19.6;7.9;349700;2014
Mercedes E280 3.0 ...e aut. 4d;190;451.0;13.9;7.6;109700;2008
